student_course_id,factor_0,factor_1,factor_2,factor_3,factor_4
108377_BBB_2013B,0.2148595510339309,0.03491328662145076,0.16239222818115676,0.18773062815676841,0.3128570217335928
108497_EEE_2014J,0.22048793472761166,0.035867995908326095,0.16657222830477939,0.19278073811937535,0.32077235637737944
108565_DDD_2013B,0.15426049562561475,0.025275746824051967,0.1160921157257334,0.13510810332448148,0.222841657167927
108589_BBB_2013B,0.18725503093685594,0.03039652953275882,0.1416075249301366,0.16354953989704077,0.2729178905713264
108760_BBB_2013J,0.16354399225014044,0.026479391593508848,0.12384238455248929,0.14272438670369078,0.23892121998814828
1087710_CCC_2014B,0.17828314981418938,0.028874913654849683,0.13499558030642142,0.15564641376987776,0.26043580677350703
108789_DDD_2013J,0.1122367747942774,0.01833902768822676,0.08460399171017788,0.09820535650680957,0.16255513077163763
108799_BBB_2014B,0.1982879637329666,0.03218679621658635,0.14995905328702863,0.17318855726171759,0.28900883863528964
108834_CCC_2014B,0.14299014890064876,0.02312565062493828,0.10833529594644897,0.12474075452757617,0.209116085501185
108859_BBB_2014J,0.26954650753378906,0.04385501938938778,0.2036449542105311,0.23550432886787115,0.3919265369000648
108872_AAA_2014J,0.21526262872178692,0.035165400572795005,0.16227365066054994,0.18837487133122144,0.31187016864043593
1091274_CCC_2014J,0.22054125331978514,0.03577700247963602,0.1668461704437354,0.19261039434177313,0.3216542895922099
109155_AAA_2014J,0.24609674671150295,0.04021770798672905,0.1854785729776718,0.21539497121325474,0.35642642049122
109372_BBB_2013J,0.22063913489045167,0.035788324749758564,0.1669249082435879,0.1926768005003877,0.32181480623196473
109441_BBB_2014J,0.20024146607399831,0.03255336213559287,0.15133783161241424,0.1749584166754835,0.29142309877268646
109577_CCC_2014J,0.19950769846639363,0.03224592830274681,0.15120502896722637,0.17403646319964022,0.2919610491993961
1095916_CCC_2014B,0.2573310731423514,0.04176675579508913,0.19462613288724454,0.22473556295880803,0.37507782829320285
1095916_DDD_2013B,0.2554640275708156,0.042016396086119824,0.19189097410640174,0.2240645812904009,0.3677433729716181
109782_BBB_2013J,0.14865068492692168,0.02414053631032598,0.11239644706424114,0.1298640165232013,0.2165803029082386
1098728_BBB_2013B,0.17721436966797532,0.028756346129358203,0.13403920848645653,0.1547665973537625,0.2583735904714465
109938_BBB_2013B,0.17198740939944504,0.0278997787288578,0.1301051406634603,0.15016555263216158,0.2508029819420234
1100639_CCC_2014B,0.20857619558627344,0.03384269440299938,0.15778672363640409,0.1821343676612679,0.3041014270602279
1101190_CCC_2014J,0.21347322369140703,0.03462545345298642,0.16151169536660356,0.1864133471417081,0.3113642921140202
110175_AAA_2013J,0.2151687766822439,0.03516369178227638,0.1621674975020708,0.1883200356935626,0.3116260416468011
110200_DDD_2013B,0.1456034617886642,0.023854551204819368,0.1095953090571737,0.1275260049713498,0.21036595743317402
1103608_DDD_2013J,0.3008742177621549,0.04950756946208772,0.22597384339465293,0.2638949938759341,0.4328682029313545
110461_EEE_2013J,0.036746872364911226,0.005979015474569326,0.027762501035541367,0.032128355417976914,0.05345204432451031
110524_DDD_2014J,0.23489405164005908,0.03846313548480234,0.17686366696037062,0.2056205900454489,0.3394549519346518
1105438_BBB_2013J,0.17738122135776493,0.028818604942483703,0.134086932413393,0.1549579848176904,0.2583034335702302
1105478_AAA_2013J,0.24160139348094267,0.039508455317929556,0.18204193494186166,0.21145907160621516,0.34965168985519623
1105628_DDD_2013B,0.26619913072033125,0.04380339617362488,0.19989890043549305,0.23358558597876464,0.3830743478243791
110640_DDD_2014J,0.26274985929423356,0.04310691536056235,0.19764746689564058,0.23010054932027452,0.3789779714328836
1106724_CCC_2014B,0.16591627106774784,0.026919344807467365,0.12552014151234178,0.14489524212655683,0.241933230201013
1107079_DDD_2013B,0.12461263405802744,0.02041464584611304,0.09379261045027348,0.10914352618969529,0.1800529761174013
110789_EEE_2014J,0.1910466286699808,0.03101771017477889,0.14447794875563222,0.16692798086919924,0.27844554794472204
1108120_BBB_2014B,0.09424638612667849,0.015401140277729358,0.0710326846750952,0.08246742241079676,0.136489486281075
110881_BBB_2013B,0.1967079507901537,0.03194244185276849,0.14872698401137657,0.17180983812619663,0.28658237810414217
110911_BBB_2014J,0.17646160922157358,0.028662965271022217,0.1334243911764854,0.15415977736038702,0.25704052747329775
111113_DDD_2013B,0.18885748972073022,0.03106554090096354,0.1418481596545558,0.16570870878662491,0.2718797831499674
1112555_AAA_2014J,0.23697458357325513,0.038735192677612704,0.1785949356083607,0.20738112667028463,0.343101223036385
111360_DDD_2013B,0.17131817037572225,0.02813909559851206,0.128775867769708,0.15015190925274652,0.2469045408165456
111360_DDD_2013J,0.1787531462181155,0.029393364320646462,0.13429116627300186,0.1568520072716305,0.2574375202900356
111512_AAA_2014J,0.18045441096617099,0.02949026652363402,0.1360105480065114,0.15790172709698652,0.26131819527134686
111548_DDD_2013J,0.2099548990271797,0.034498760701283784,0.15780317114496958,0.18410698002898254,0.3025131146499874
1115623_CCC_2014B,0.23589431344809347,0.03823823852744567,0.17852821390958645,0.2059739324675428,0.3442926795142031
111717_AAA_2013J,0.24688388371038114,0.04037085913789037,0.186020138901869,0.21609566281247733,0.3573325896165298
1118218_CCC_2014J,0.17883829111420227,0.029032559701701727,0.135247209722622,0.15621000925473386,0.2606422855384332
1118432_BBB_2014J,0.2436494136895888,0.03957536391379999,0.1842378341563289,0.21281677164871474,0.35488045220300773
111926_DDD_2013J,0.24971034396613012,0.041097528369406375,0.18752988004010449,0.21906892020286653,0.3592158018529448
111926_DDD_2014J,0.19766189451553196,0.03237027332718131,0.148827027130512,0.1730152266349492,0.28560093559804983
111942_BBB_2013J,0.25865611173170416,0.042055805988260274,0.1954433408836718,0.22601604868798872,0.37639474747734986
111959_DDD_2014B,0.1952543619841906,0.032083753867227865,0.146744676494833,0.17124883548492897,0.2813629853409219
112245_DDD_2013B,0.2936468633019448,0.04832401291198148,0.2205041172659333,0.2577106756149245,0.4225713933889433
112454_CCC_2014J,0.2415430387514485,0.039255629712091296,0.18258346019086022,0.211017379243664,0.35161901618132
1127413_BBB_2014B,0.147382447256253,0.023890820226870512,0.11154640217760046,0.12870291804897335,0.21511837881557
113295_AAA_2013J,0.27388003648318143,0.04478440149827095,0.20636269957735853,0.23971785738297,0.3964045368275971
113698_EEE_2013J,0.14896744488272884,0.02420476460813251,0.11261869237963752,0.1301890956282719,0.2169561837401309
113824_EEE_2013J,0.1864936797844298,0.030274734428121966,0.1410479932178748,0.1629748368461141,0.27187190212063933
11391_AAA_2013J,0.1899796371032133,0.031037530134183523,0.14321111749510398,0.1662609333317348,0.27522699980414184
114017_AAA_2013J,0.19476268322217075,0.03182972597128326,0.14678645030829623,0.17046205358370142,0.2820675902207004
114367_CCC_2014J,0.2706457250484379,0.043938437904288724,0.2046685076415886,0.23639998021727343,0.39441653260934395
114402_BBB_2014J,0.18662118425342997,0.03053445914666616,0.1405924328869875,0.16331881399253395,0.26989768125035996
114558_DDD_2013J,0.28054431463166113,0.04621386086957079,0.21058016173220584,0.24616411273164238,0.4031986606720416
114999_AAA_2013J,0.22217562055130075,0.036326706205098626,0.16741387167020924,0.19446336128403685,0.3216037172287475
115452_BBB_2014B,0.1849660210813809,0.030011852509691715,0.13990798394261747,0.16151585837759275,0.2696733732034906
116174_CCC_2014B,0.09276752222898388,0.015045308468244272,0.07018901715157229,0.08099886417203199,0.1353203788472748
116518_CCC_2014B,0.18385221680713923,0.02974183569216085,0.13927572740427108,0.16039124121872658,0.26880404939568536
116541_AAA_2013J,0.22218082472287373,0.036317936657721324,0.16743480255533028,0.19449272122905348,0.32173172512770254
116603_BBB_2013B,0.2044896015997882,0.033190225475874344,0.15465005609764748,0.17858512021978817,0.29805809616003787
116606_BBB_2014J,0.17313559494346947,0.02817631571781372,0.13078738268490464,0.15131481212670025,0.25171868640365846
116692_AAA_2013J,0.2018805372144367,0.032993536506316916,0.15215171686024598,0.17670736060537248,0.2923822628503761
116763_DDD_2014B,0.12779842023647073,0.020937459543589616,0.09619504789347937,0.1119347338684718,0.18464356503626497
1170618_BBB_2013J,0.21335941308855905,0.03468069682434189,0.1612476670671795,0.18641267776215753,0.3105563191562674
117071_BBB_2013B,0.08718680693032492,0.014102557872117123,0.06605215099484585,0.07608180232458173,0.1275032489359704
117197_EEE_2013J,0.2333267673147928,0.03806682003444109,0.17601825072816665,0.204299822729466,0.33860173478005934
117232_CCC_2014B,0.21216094402285607,0.03436989535642275,0.16061231625154715,0.1851938240146027,0.30981111797231525
117281_DDD_2014B,0.26174302200532007,0.04309453750233293,0.19651445612227392,0.22968315115703558,0.3764238660921011
1173473_DDD_2014J,0.28739073385316094,0.04716558432170348,0.21613999397027775,0.251725753291397,0.4143966460465483
117435_DDD_2013B,0.2629002301130098,0.04322514420909212,0.19750727904211024,0.23059722039214114,0.3785998060335844
1175060_DDD_2014B,0.07685994579948793,0.012552002541808688,0.05794773258790143,0.06724305716344454,0.11138117718893921
117544_BBB_2014J,0.2774016989670542,0.04510919388581286,0.20964030100923225,0.24234878080239308,0.4035629809223471
117545_BBB_2014J,0.16201416388991685,0.02632439030031632,0.12247822388732306,0.14157493972066199,0.23595041672038428
117699_BBB_2014B,0.19104843313399,0.031018656396994138,0.14446285613354018,0.16688039715621003,0.2783981902644641
117818_AAA_2014J,0.2276528260639006,0.03721490161602186,0.1715516391476716,0.19925464237459908,0.3296081067008426
117862_DDD_2013B,0.10496371038470735,0.017171300075704492,0.0790611304581822,0.09189239278435345,0.15186177709470497
117939_DDD_2013B,0.2173630652857312,0.03573698430891835,0.16330600421795852,0.19070594698029983,0.31307396913749724
118098_CCC_2014B,0.13058449951168452,0.021059935644257156,0.09907796486170602,0.11382800088355972,0.1914831867163581
118213_BBB_2014J,0.054803258715008435,0.008964074563959706,0.041292324582243446,0.047972390380381334,0.07929422536583217
1183831_AAA_2014J,0.26254624247412056,0.04293816851798437,0.1978040330243353,0.22981075632342784,0.379946905629978
118479_DDD_2014B,0.31027445786990737,0.05103982016799412,0.23306349428845027,0.2721748658494174,0.44657114171719353
118578_DDD_2014J,0.21363454861531783,0.03499872616772508,0.16082422337268523,0.18703049710621877,0.3085900597262792
1187586_CCC_2014B,0.2373241717451175,0.03849923854955646,0.17955245502927497,0.20724602728338842,0.34610214149617646
1187586_DDD_2013J,0.26423143927901716,0.043486909676150654,0.19843552489156588,0.2318153679399525,0.3801150945536342
118877_BBB_2014J,0.01810031074447585,0.0029505453749329113,0.013661140550608287,0.015832660133259385,0.026280996405639037
118887_DDD_2013J,0.032050695332407154,0.005233973236123635,0.0241645633119049,0.028056173154186313,0.046460615526692034
118983_AAA_2013J,0.15394613386585754,0.025153097452620957,0.11604119031326003,0.13472492036591419,0.2230024444078637
119310_CCC_2014J,0.1082958631896222,0.01749581081205875,0.08209709072030666,0.09444949868779949,0.1585417513626774
119353_CCC_2014B,0.09333580294881401,0.015242314646417048,0.07037367639746481,0.08167547051575967,0.1352722088038464
119444_BBB_2014J,0.11189478180535462,0.018272428049716658,0.08435896499105808,0.09789216286661626,0.16215483314175036
119471_BBB_2014B,0.21087502267676383,0.034247211149530214,0.15943419508814546,0.18421893062172784,0.3072163689109822
1197062_DDD_2014J,0.12849000479502662,0.0209957523497412,0.09684739264145517,0.11243822754173863,0.18610383135561454
119729_CCC_2014B,0.19000362360685083,0.030850913173272827,0.14368355412319306,0.16598523586283953,0.2768818457141076
119898_BBB_2013J,0.13951815691597572,0.022607766942123596,0.10560856664326218,0.12181085130197489,0.20369595665924353
119902_AAA_2014J,0.256557439296099,0.041958982620589017,0.1932943149179081,0.22456866132080358,0.3712724385182782
120236_CCC_2014J,0.22916316682617036,0.03719950760782605,0.17333083628342802,0.2001499659314935,0.33398970392971483
1209065_DDD_2014J,0.12528449064217445,0.020555911078884388,0.09424272340271492,0.10971015866066934,0.18067502484307443
120994_BBB_2013B,0.205193053626579,0.03333099432672843,0.155112281338134,0.1792565443579088,0.2988726247883538
120999_DDD_2013J,0.2158566201109246,0.035589460291457924,0.16195386674717313,0.18948909149202714,0.3099880895428954
121000_DDD_2013B,0.19111624369610886,0.031374062419158674,0.14369813406285697,0.16758959840357493,0.27566366792252195
121163_EEE_2014J,0.1617880763843309,0.026269494294712002,0.12234758475892671,0.14139935825906932,0.2358111881418536
121349_AAA_2014J,0.22376027588678696,0.03657546827340252,0.1686272368523031,0.19586078622111747,0.3240172209271988
121390_DDD_2013B,0.18717768787424985,0.030719505973593624,0.14075652832636734,0.16404382577316404,0.2699919368489891
122392_CCC_2014B,0.21667188079653252,0.03513926357512926,0.16393786440135216,0.18919956938658666,0.3160781057811827
122739_DDD_2013J,0.20658772321470475,0.03394515002265904,0.15526498715241868,0.18119850622564732,0.29770663921584617
123044_AAA_2013J,0.24564402757530487,0.040165177526893914,0.18509163187207547,0.21501633409665546,0.35556803995142605
123053_DDD_2014J,0.17844764369413957,0.02923544927066138,0.13432108014151256,0.15624034424099761,0.25776994537995473
123087_BBB_2014J,0.170735016625849,0.027904860763825725,0.12868616918803258,0.1493914274962621,0.24720607505065156
123183_DDD_2014J,0.27594722940129573,0.045290714581406995,0.20751867226228463,0.2416879111651192,0.39785864133395055
123270_BBB_2014B,0.1257075854948774,0.02040970420094304,0.09505405977041254,0.10980005529363794,0.18317857648424976
123462_BBB_2014B,0.24223146807272644,0.03938693075521561,0.1830371947436669,0.211646531370799,0.35245667163286626
123497_DDD_2013J,0.21253133925244364,0.034914509742040044,0.15976094282603062,0.18632122951220254,0.3062537808257345
123598_CCC_2014B,0.20071192725882647,0.03255383926189829,0.15185913679859225,0.1752770402648059,0.2927788453532494
123598_CCC_2014J,0.20388239167054245,0.03308294759146879,0.15423077972762286,0.1780183288188244,0.29721617826582325
123598_DDD_2013J,0.24152349086860278,0.03968876627227765,0.1815228214027873,0.21178515565406913,0.34796084170607866
123716_BBB_2013J,0.22166803974497487,0.0360573909866061,0.1674707646719497,0.1937213283985765,0.322427015725994
123860_BBB_2013B,0.24457835771116399,0.039757231210346564,0.1848235640017472,0.21369373893860916,0.3559850907541181
123957_DDD_2013J,0.21064321644985456,0.034585422656210514,0.15837799450387297,0.1846946549472916,0.30375317520974504
123957_DDD_2014J,0.09172986176970689,0.014983972058551837,0.06914744415687339,0.08024817052964969,0.13289003636979652
124006_DDD_2013J,0.2331868590837865,0.03834462538969009,0.17518824910507994,0.204516131818956,0.3357372887713916
124064_AAA_2014J,0.2537447143892566,0.0414858699295665,0.1912053230584057,0.2220879822482626,0.36731123094914253
124124_CCC_2014B,0.0470763597365316,0.007673120733223386,0.0355245085844669,0.04114565362028782,0.06833175535531935
124134_DDD_2014B,0.24455977391439526,0.040211479366685364,0.18374306142360217,0.2145638951983788,0.352199343136306
124193_CCC_2014B,0.22232993010715674,0.03605082025054466,0.16823231172283587,0.19413813715286454,0.3243877711208965
124304_EEE_2014J,0.16543171513217447,0.026853037502517465,0.12513042978866185,0.14454356652887507,0.241166399107401
124387_DDD_2013J,0.09808466164734045,0.01605348812578523,0.07386749747629152,0.08588334363602705,0.14184883061483852
124711_CCC_2014J,0.12793956020550543,0.020702023510349332,0.09691045276937794,0.11163917784936693,0.18703163284365296
124711_EEE_2014J,0.08895676279176869,0.01452460496085511,0.06707777262760013,0.07782980163815646,0.12894335796991385
124728_DDD_2013B,0.12693518170347842,0.02075687702948283,0.09562352040476622,0.11107063732135203,0.18368816240372338
124728_DDD_2014J,0.2646451853180316,0.04337123465104494,0.19918616024693442,0.23169360171154924,0.38211094414871527
124909_BBB_2013J,0.22320697880828702,0.03626284766573125,0.1687302170316227,0.19501680024510637,0.32507453293265454
125018_AAA_2014J,0.23483364007754098,0.03839459897809777,0.1769555050906219,0.20554580648237236,0.3399435367732769
125055_BBB_2014B,0.1963473180581357,0.03187281034819089,0.14849180685010055,0.1715035826659924,0.2861772296784969
125535_BBB_2014J,0.14308391207667812,0.02339513244499633,0.10782427745155453,0.12519468821715452,0.20707236691741798
125777_CCC_2014J,0.19160843445766698,0.031105417894396876,0.1449059170840394,0.1673416902415519,0.27922638779201214
125830_DDD_2014J,0.2623424420611365,0.042985427554000984,0.19746989019270172,0.22971389822639846,0.37890707896718717
125874_BBB_2013J,0.023415537134321825,0.003817902800395669,0.01766637141724446,0.020466736273649658,0.033975729604262594
125874_BBB_2014J,0.05173379468798514,0.008448844556298114,0.039012764676862766,0.045280816155753294,0.07498736548087907
126322_BBB_2013B,0.16802865582222054,0.027290962678875867,0.12702753903777297,0.1467608919438085,0.24474382099295158
126337_CCC_2014B,0.2159951251076608,0.03506629299404005,0.16335394292022185,0.18865505744773237,0.31475838697393516
126337_EEE_2013J,0.26969786750860764,0.04404824213454019,0.2033492580701659,0.23618792273017894,0.3909486787995696
126394_CCC_2014B,0.21541371520168587,0.034880888657639,0.16310537466912833,0.1879784559350181,0.3146646874673579
126394_DDD_2013J,0.2661787996473275,0.043701590142847614,0.2001477296739501,0.23334219864225747,0.38381375100607656
126395_CCC_2014B,0.23975947671114808,0.0389337377117316,0.18129726902665777,0.2094640290627116,0.3493586817962317
126411_BBB_2013B,0.041573884087604276,0.006664085760029555,0.031642220733639745,0.03618388221529328,0.061314553620655556
126450_EEE_2014J,0.20542054141270694,0.0333938938009754,0.1552566036374126,0.1795115163816721,0.29898939813942693
126608_BBB_2014B,0.1955396944828798,0.031773440608550925,0.14781137566662933,0.1708491803462676,0.2847296254607466
126713_BBB_2014B,0.17132097549069714,0.027793881557887222,0.1295983192417611,0.1496184612386738,0.2498419294862116
126769_BBB_2014J,0.22544271405008903,0.036614498349497204,0.17048175522175,0.19689321643614438,0.3283771129305525
126800_BBB_2014J,0.23252300563772801,0.037784530076371094,0.1757877789369796,0.20311352241108382,0.338519779247259
126812_CCC_2014J,0.1861085818450857,0.030142480628764404,0.14090666113413108,0.16243765979821945,0.27181979627081343
126812_DDD_2013J,0.280675766389858,0.04614551701074805,0.21089086838578766,0.24615680103561416,0.40417341690568764
1268696_AAA_2014J,0.14824771516259594,0.024213239604215335,0.11176232688440488,0.1297024575652238,0.21479771827654967
1268772_CCC_2014B,0.1959435935197004,0.031769827579900156,0.14828223828048412,0.17109410913172812,0.2859175332193787
1268772_EEE_2014B,0.2054762060927715,0.033536711892039064,0.15497902522923188,0.17999816137706687,0.29813283245727157
1270832_CCC_2014B,0.25059900192817713,0.04062659094271036,0.18964976940721773,0.21879439779008744,0.3656818846289212
127580_DDD_2014B,0.30667918507794184,0.05044837480323861,0.23036256053956064,0.26899981692679276,0.44138250123912315
127582_AAA_2013J,0.21926585832189488,0.035827382303264425,0.16527129770139337,0.19190069253106612,0.3176106686154086
127988_DDD_2013J,0.1501409473129286,0.02461186561548377,0.1129759050041672,0.13149759840929082,0.21678136857454736
128072_CCC_2014J,0.12867313690128027,0.02084325107299746,0.09742208582237752,0.11231151896296342,0.1879068966352741
1282596_DDD_2013J,0.31767335909467226,0.05228298487187581,0.238562819571753,0.2786846689762381,0.4569741316511321
128348_DDD_2014B,0.21040558311286198,0.03456713473255467,0.1581532429795953,0.18450676252187662,0.3032156431838642
128386_BBB_2013J,0.07693595547657464,0.01240541223481468,0.058379995536029905,0.06707995824765389,0.11284970518644734
128510_CCC_2014B,0.16614918742729878,0.026937605825152,0.12572959224672123,0.14504920857771644,0.24241666932243014
128510_CCC_2014J,0.17960139219218715,0.029092950018035163,0.13597329605996022,0.15676565334424936,0.26228248722600966
